,route-number,description,url
193,580 - Keswick to Paradise Interchange,"via Richmond Rd, Greenhill Rd, Penfold Rd and Newton Rd (operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F580&auth=z4X8g40zmIFQV22K0aUmBA&profile=_default&rank=194&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
194,591A - Golden Grove Interchange to Greenwith,"via The Golden Way, Green Valley Dr and Atlantis Dr (Hail 'n' Ride service, passengers can hail the 591A anywhere along the route and, provided it is safe to do so, the driver will pick you up or set you down as requested)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F591a&auth=vC3zxUjJb7cBF54Q6pYaFQ&profile=_default&rank=195&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
195,591C - Golden Grove Interchange to Greenwith,"via Atlantis Dr, Green Valley Dr and The Golden Way (Hail 'n' Ride service, passengers can hail the 591C anywhere along the route and, provided it is safe to do so, the driver will pick you up or set you down as requested)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F591c&auth=cvGOwMOeYgz%2BAIknaUGZdw&profile=_default&rank=196&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
196,600 - Old Reynella Interchange to Marion Centre Interchange,"via Aberfoyle Hub, Black Rd, Grand Blvd, Blackwood, Flinders University and Flinders Medical Centre",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F600&auth=FfIhWDIqCJgpR%2FFr%2Bqjtqw&profile=_default&rank=197&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
197,600A - Old Reynella Interchange / Marion Centre Interchange to Aberfoyle Hub,Terminates at Aberfoyle Hub,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F600a&auth=tEu6vHBEDwbEwCpVrQ31gQ&profile=_default&rank=198&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
198,600B - Aberfoyle Hub/Marion Centre Interchange to Blackwood Interchange,Terminates at Blackwood Interchange,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F600b&auth=nHV19M5rq25Ci1jgTZ%2FSRA&profile=_default&rank=199&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
199,600S - Blackwood Interchange to Bedford Park,"Terminates at stop 26 Sturt Rd, Bedford Park",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F600s&auth=Fw7uMiJZ8E%2Foihbp8LPQkA&profile=_default&rank=200&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
200,601 - Old Reynella Interchange to Marion Centre Interchange,"via Aberfoyle Hub, Black Rd, Blackwood, Eve Rd, Flinders University and Flinders Medical Centre (operates Monday - Saturday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F601&auth=b%2FAytCKKMkUqaUAdW4FTLQ&profile=_default&rank=201&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
201,601A - Marion Centre Interchange to Aberfoyle Hub,"via Flinders Medical Centre, Flinders University, Eve Rd, Blackwood, Black Rd and Aberfoyal Park (terminates at Aberfoyle Hub)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F601a&auth=cl3bmPs%2FbScekFS%2BP4u8mA&profile=_default&rank=202&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
202,601B - Old Reynella Interchange to Blackwood Interchange,via Aberfoyle Hub and Black Rd (terminates at Blackwood Interchange),https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F601b&auth=l39TwEx%2FW%2B%2BEoETFJAAY%2FQ&profile=_default&rank=203&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
203,605 - Darlington to Blackwood Interchange,"via Flaggstaff Rd, Black Rd and Main Rd (operates operates Monday - Saturday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F605&auth=CmChndB2r4Ph0S%2FK6uY9zA&profile=_default&rank=204&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
204,640 - Marino to Marion Centre Interchange,via Newland Ave and Seacombe Rd (operates Monday - Friday excluding public holidays),https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F640&auth=IpTEeBlTvTFyxROmVpjZwA&profile=_default&rank=205&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
205,645 - Seaview Downs to Marion Centre Interchange,via Davenport Tce and Sturt Rd,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F645&auth=ING3sUWVY56Vj1E7WO7E9A&profile=_default&rank=206&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
206,646 - Seacombe Heights to Marion Centre Interchange,via Morphett Rd and Sturt Rd,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F646&auth=1HT%2BgNdF3zQVY8Kfk%2Badtw&profile=_default&rank=207&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
207,681 - Hallett Cove Beach Station to Flinders University,"via Hallett Cove, Aroona Rd, Marion and Flinders University (Roam Zone operates from 7:00pm until last service daily)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F681&auth=FOGuR4M5OFKaJXQrdEyw8w&profile=_default&rank=208&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
208,681A - Hallett Cove Beach Station to Hallett Cove,Roam Zone operates from 7:00pm until last service daily,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F681a&auth=YkbtkAePHBSCkccqUalR1g&profile=_default&rank=209&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
209,682 - Hallett Cove Beach Station to Sheidow Park,"via Hallett Cove Beach, Hallet Cove and Southbank Bvd (Roam Zone operates from 7:00pm until last service daily)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F682&auth=lJkcJe7Wk1e8r8nAA2zFAA&profile=_default&rank=210&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
210,683 - Hallett Cove Beach Station to Hallett Cove South,via Hallett Cove Beach and Freebairn Dr (Roam Zone operates from 7:00pm until last service daily),https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F683&auth=Qa7WnC%2Fo8iYySUxidSmLSQ&profile=_default&rank=211&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
211,719 - Flinders University to City,"via Flinders University, Flinders Medical Centre, Main South Rd, South Rd and King William St (operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F719&auth=DUtjwMH3pyj50hLFnDDblA&profile=_default&rank=212&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
212,720 - Old Reynella Interchange to City,"via Hallett Cove, Aroona Rd, Marion, Main South Rd, South Rd and King William St (operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F720&auth=HSNOzOlgaiwiD01l5gev3w&profile=_default&rank=213&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
213,720H - Old Reynella Interchange to City,"via Hallett Cove, Aroona Rd, Marion, Flinders Medical Centre Main South Rd and South Rd",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F720h&auth=SDG%2BDTDgrqh4dOukLn9PtQ&profile=_default&rank=214&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
214,721 - Noarlunga Centre Interchange to City,"via Colonnades, Beach Rd, Old Reynella, Main South Rd, Flinders Medical Centre and South Rd",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F721&auth=e5UJfYf0rCQiEzlW64pVVQ&profile=_default&rank=215&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
215,721F - Noarlunga Centre Interchange to City,"via Colonnades, Beach Rd, Old Reynella, Main South Rd, Flinders Medical Centre and South Rd (limited stop service operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F721f&auth=kLgJzhlEgE7RHH8frtv5Yw&profile=_default&rank=216&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
216,721R - Flinders Medical Centre to Old Reynella Interchange,via Main South Rd,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F721r&auth=K6ioqTfnsUzidyBeCDuKDw&profile=_default&rank=217&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
217,721X - Noarlunga Centre Interchange to City,"Express between stop 40 Panalatinga Rd, Old Reynella and stop B1 Grote St, city (operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F721x&auth=LiH8ZBkjUt1xXA0J1Qyu8A&profile=_default&rank=218&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
218,722 - Noarlunga Centre Interchange to City,"via Colonnades, Beach Rd, States Rd, Old Reynella, Main South Rd, Flinders Medical Centre and South Rd",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F722&auth=pPA%2FGoFLbfo7qTzJGT1k9g&profile=_default&rank=219&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
219,722F - Noarlunga Centre Interchange to City,"via Colonnades, Beach Rd, States Rd, Old Reynella, Main South Rd, Flinders Medical Centre and South Rd (limited stop service operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F722f&auth=I1xFcreUU4OS5rhxyzh3XQ&profile=_default&rank=220&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
220,722X - Noarlunga Centre Interchange to City,"Express between stop 40 Panalatinga Rd, Old Reynella and stop B1 Grote St, city (operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F722x&auth=5V%2BduQ3V8g8aWvTVjL10Dw&profile=_default&rank=221&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
221,723F - Colonnades Centre Interchange to City,"via States Rd, Woodcroft Community Centre, Regency Rd and Main South Rd (limited stop service operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F723f&auth=JWqJ986h7UHYVd9%2FSMOPbQ&profile=_default&rank=222&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
222,723X - Woodcroft Community Centre to City,"Express between stop 39 Regency Rd, Happy Valley and Grote St, city (operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F723x&auth=jMW%2FgV0ubYChgMnxPJXG6g&profile=_default&rank=223&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
223,725 - Noarlunga Centre Interchange to Old Reynella Interchange,via Southgate Plaza,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F725&auth=FcgHGk9LyL1bHaLdh1gfHg&profile=_default&rank=224&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
224,733 - Colonnades Centre Interchange to Marion Centre Interchange,"via Noarlunga, States Rd, Woodcroft Community Centre, Regency Rd and Main South Rd",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F733&auth=HDU8HOexUMW2qd3F%2BU9u%2Bg&profile=_default&rank=225&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
225,733G - Colonnades Centre Interchange to O'Halloran Hill,Terminates at Stop 33 Main South Rd,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F733g&auth=wLdqtly7vHrKlbnlWsIqwQ&profile=_default&rank=226&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
226,734 - Colonnades Centre Interchange to Marion Centre Interchange,"via Noarlunga, Roy Tce, Krawarri St, Southgate Plaza, Old Reynella and Adams Rd",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F734&auth=L%2B4c4j7BYaxNOWjelVNEvA&profile=_default&rank=227&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
227,737 - Chandlers Hill to Old Reynella Interchange,"via Hillsview Retirement Village, Aberfoyle Hub, Regency Rd and Happy Valley Shopping Centre",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F737&auth=pMwKY8uHr0IY0WX8xHsxRA&profile=_default&rank=228&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
228,741 - Maslin Beach to Colonnades Centre Interchange,"via Maslin Beach, Seaford, Beach Rd and Noarlunga",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F741&auth=ylxLGKL%2FFdTBaEdhHAuO%2Fw&profile=_default&rank=229&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
229,741A - Maslin Beach to Noarlunga Centre Interchange,Terminates at Noarlunga,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F741a&auth=cT9fUAQsWGILK8bwSE7lsg&profile=_default&rank=230&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
230,743 - Noarlunga Centre Interchange to Huntfield Heights Anti-Clockwise Loop Service,"via Beach Rd, Majorca Rd, Glynville Dr, Melsetter Rd, Brodie Rd, Honeypot Rd and Goldsmith Dr (anti-clockwise loop)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F743&auth=JlIG8HcBG%2B18Q9R4%2FT%2F8bw&profile=_default&rank=231&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
231,744 - Noarlunga Centre Interchange to Huntfield Heights Clockwise Loop Service,"via Beach Rd, Majorca Rd, Glynville Dr, Melsetter Rd, Brodie Rd, Honeypot Rd and Goldsmith Dr (clockwise loop operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F744&auth=AZ4RO1e%2F4ZVawevGEnhVpA&profile=_default&rank=232&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
232,745 - Seaford Circuit Anti-Clockwise Loop,"via Colonades, Noarlunga, Fremantle Rd, Dalkeith Rd, Seaford and Patapinda Rd",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F745&auth=FJMyYXSnnPKmCGLXr73xVw&profile=_default&rank=233&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
233,745A - Seaford Circuit Anti-Clockwise Loop,"via Colonades, Noarlunga, Fremantle Rd, Dalkeith Rd, Seaford and Patapinda Rd (terminates at Noarlunga)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F745a&auth=0oqcd5CFw7TUHOujkU95WQ&profile=_default&rank=234&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
234,745C - Noarlunga Interchange to Seaford Interchange,"via Fremantle Rd, Dalkeith Rd and Seaford (terminates at Seaford Interchange)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F745c&auth=nhab%2B6BcDZSYa4uvEIog8Q&profile=_default&rank=235&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
235,747 - Seaford Circuit Clockwise Loop,"via Colonades, Noarlunga, Patapinda Rd, Seaford, Dalkeith Rd and Fremantle Rd",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F747&auth=mqw5mfxLlbZ5%2BNP%2Bt%2BdFow&profile=_default&rank=236&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
236,747A - Seaford Circuit Clockwise Loop,"via Colonades, Noarlunga, Patapinda Rd, Seaford, Dalkeith Rd and Fremantle Rd (terminates at Noarlunga Interchange)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F747a&auth=jfCkr6GFARnOYpXt7pj8HA&profile=_default&rank=237&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
237,747B - Colonnades Centre Interchange to Seaford Rise,"via Colonades, Noarlunga, Patapinda Rd, Seaford and Dalkeith Rd (terminates at stop 88B Dalkeith Rd, Seaford Rise)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F747b&auth=qFJ903SRRHt3gKUi8Fu88g&profile=_default&rank=238&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
238,750 - Sellicks Beach to Colonnades Centre Interchange,"via Gulfview Rd, John Nicholl Reserve, Aldinga, Old Coach Rd, Seaford, Beach Rd and Noarlunga",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F750&auth=WRX5a8s6KXkuo1fi7UJ8ow&profile=_default&rank=239&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
239,750A - Sellicks Beach to Noarlunga,"via Gulfview Rd, John Nicholl Reserve, Aldinga, Old Coach Rd, Seaford and Beach Rd (terminates at Noarlunga Interchange)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F750a&auth=fzYb57kTFw4VhGzKI%2F9DHQ&profile=_default&rank=240&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
240,750B - Colonnades Centre Interchange to Aldinga Shopping Centre,"via Noarlunga, Beach Rd, Seaford and Old Coach Rd (terminates at Aldinga Shopping Centre)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F750b&auth=sEYI9bNN1VmR2qXGeQCmDg&profile=_default&rank=241&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
241,750C - Colonnades Centre Interchange to Seaford Centre,Terminates at Seaford Centre,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F750c&auth=%2FMlmkoUi4CIqU%2BapcJDglw&profile=_default&rank=242&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
242,750R - Sellicks Beach to Seaford Interchange,Terminates at Seaford,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F750r&auth=agR62HBo4k58vrHqHjSjwA&profile=_default&rank=243&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
243,750X - Sellicks Beach to Noarlunga Centre Interchange,Express from Aldinga Shopping to Seaford,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F750x&auth=1RFvQc%2FySReCK4gSF0CCtA&profile=_default&rank=244&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
244,751 - Aldinga Shopping Centre to Colonnades Centre Interchange,"via Aldinga, Willunga, McLaren Vale, Seaford, Beach Rd and Noarlunga",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F751&auth=FrZjlyEynamvChWXmt3XpQ&profile=_default&rank=245&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
245,751A - Aldinga Shopping Centre to Noarlunga Centre Interchange,Terminates at Noarlunga Centre Interchange.,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F751a&auth=c%2FzMpWbvZYWUtvMGMsMo2w&profile=_default&rank=246&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
246,751C - Aldinga Shopping Centre to Seaford Centre,Terminates at Seaford Centre,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F751c&auth=Ib11D6d7HD%2FkDSP6tPit0Q&profile=_default&rank=247&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
247,751H - Aldinga Shopping Centre to Noarlunga Hospital,Terminates at Noarlunga Hospital,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F751h&auth=jvYQ4heFjm0b58UkOHYg1w&profile=_default&rank=248&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
248,751R - Aldinga / Colonnades to Seaford Interchange,Terminates at Seaford Interchange,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F751r&auth=dfYMYkkqgwJUPqJau5BNbA&profile=_default&rank=249&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
249,751W - Seaford Centre to Willunga,"Terminates at stop 97C St Andrews Terrace, Willunga",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F751w&auth=yhIrRf59nbPUovbOBDkDyw&profile=_default&rank=250&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
250,752 - McLaren Flat to McLaren Vale,"via Sand Rd, Oakley Rd, Main Rd and Kangarilla Rd (operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F752&auth=zd25R5YOKm81xjXOwL14uw&profile=_default&rank=251&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
251,755 - Aldinga Beach to Seaford Centre,"via John Nicholl Reserve, Aldinga, Willunga and McLaren Vale (operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F755&auth=iEXgI8MKyM4NHhtVVeS08Q&profile=_default&rank=252&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
252,756 - Port Willunga to Seaford Centre Interchange,"via Aldinga, Willunga and McLaren Vale (operates school days only)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F756&auth=e%2FmYHqyI9ol%2FLDMLs3NDZA&profile=_default&rank=253&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
253,820 - Burnside to City,via Greenhill Rd (operates Monday - Friday excluding public holiays),https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F820&auth=43gu9yiQDe8RiA5%2BtKNoPw&profile=_default&rank=254&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
254,821 - Carey Gully to City,via Rangeview Dr and Greenhill Rd (operates Monday - Friday excluding public holidays),https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F821&auth=%2B6lzFjf47U7ys6daMntOHw&profile=_default&rank=255&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
255,822 - Stirling to City,"via Rangeview Dr, Carey Gully, Greenhill Road and Burnside. Service operates Monday-Friday.",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2F822&auth=ci5aarT987LbR7tPnVgtFQ&profile=_default&rank=256&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
