Futures		Contract		Contract		Futures		Options		Options
Code		Month		Type		Exp Date		Code		Exp Date
-------		-------		-------		-------		-------		-------		
CL		2021-10		Fut		2021-09-21		 		 
CL		2021-11		Fut		2021-10-20		 		 
CL		2021-12		Fut		2021-11-19		 		 
CL		2022-01		Fut		2021-12-20		 		 
CL		2022-02		Fut		2022-01-20		 		 
CL		2022-03		Fut		2022-02-22		 		 
CL		2022-04		Fut		2022-03-22		 		 
CL		2022-05		Fut		2022-04-20		 		 
CL		2022-06		Fut		2022-05-20		 		 
CL		2022-07		Fut		2022-06-21		 		 
CL		2022-08		Fut		2022-07-20		 		 
CL		2022-09		Fut		2022-08-22		 		 
CL		2022-10		Fut		2022-09-20		 		 
CL		2022-11		Fut		2022-10-20		 		 
CL		2022-12		Fut		2022-11-21		 		 
CL		2023-01		Fut		2022-12-20		 		 
CL		2023-02		Fut		2023-01-20		 		 
CL		2023-03		Fut		2023-02-21		 		 
CL		2023-04		Fut		2023-03-21		 		 
CL		2023-05		Fut		2023-04-20		 		 
CL		2023-06		Fut		2023-05-22		 		 
CL		2023-07		Fut		2023-06-20		 		 
CL		2023-08		Fut		2023-07-20		 		 
CL		2023-09		Fut		2023-08-22		 		 
CL		2023-10		Fut		2023-09-20		 		 
CL		2023-11		Fut		2023-10-20		 		 
CL		2023-12		Fut		2023-11-20		 		 
CL		2021-10		Opt		 		LO		2021-09-16
CL		2021-11		Opt		 		LO		2021-10-15
CL		2021-12		Opt		 		LO		2021-11-16
CL		2022-01		Opt		 		LO		2021-12-15
CL		2022-02		Opt		 		LO		2022-01-14
CL		2022-03		Opt		 		LO		2022-02-16
CL		2022-04		Opt		 		LO		2022-03-17
CL		2022-05		Opt		 		LO		2022-04-14
CL		2022-06		Opt		 		LO		2022-05-17
CL		2022-07		Opt		 		LO		2022-06-16
CL		2022-08		Opt		 		LO		2022-07-15
CL		2022-09		Opt		 		LO		2022-08-17
CL		2022-10		Opt		 		LO		2022-09-15
CL		2022-11		Opt		 		LO		2022-10-17
CL		2022-12		Opt		 		LO		2022-11-16
CL		2023-01		Opt		 		LO		2022-12-15
CL		2023-02		Opt		 		LO		2023-01-17
CL		2023-03		Opt		 		LO		2023-02-15
CL		2023-04		Opt		 		LO		2023-03-16
CL		2023-05		Opt		 		LO		2023-04-17
CL		2023-06		Opt		 		LO		2023-05-17
CL		2023-07		Opt		 		LO		2023-06-15
CL		2023-08		Opt		 		LO		2023-07-17
CL		2023-09		Opt		 		LO		2023-08-17
CL		2023-12		Opt		 		LO		2023-11-15

Futures		Contract		Contract		Strike		Settlement
CL		2023-05		Call		96.50		0.98
CL		2023-05		Put		96.50		35.49
CL		2023-05		Call		97.00		0.95
CL		2023-05		Put		97.00		35.96
CL		2023-05		Call		97.50		0.93
CL		2023-05		Put		97.50		36.43
CL		2023-05		Call		98.00		0.90
CL		2023-05		Put		98.00		36.91
CL		2023-05		Call		98.50		0.87
CL		2023-05		Put		98.50		37.38
CL		2023-05		Call		99.00		0.85
CL		2023-05		Put		99.00		37.85
CL		2023-05		Call		99.50		0.82
CL		2023-05		Put		99.50		38.33
CL		2023-05		Call		100.00		0.80
CL		2023-05		Put		100.00		38.81
CL		2023-05		Call		100.50		0.78
CL		2023-05		Put		100.50		39.28
CL		2023-05		Call		101.00		0.75
CL		2023-05		Put		101.00		39.76
CL		2023-05		Call		101.50		0.73
CL		2023-05		Put		101.50		40.23
CL		2023-05		Call		102.00		0.70
CL		2023-05		Put		102.00		40.71
CL		2023-05		Call		102.50		0.68
CL		2023-05		Put		102.50		41.19
CL		2023-05		Call		103.00		0.66
CL		2023-05		Put		103.00		41.66
CL		2023-05		Call		103.50		0.64
CL		2023-05		Put		103.50		42.14
CL		2023-05		Call		104.00		0.62
CL		2023-05		Put		104.00		42.62
CL		2023-05		Call		104.50		0.60
CL		2023-05		Put		104.50		43.10
CL		2023-05		Call		105.00		0.58
CL		2023-05		Put		105.00		43.58
CL		2023-05		Call		105.50		0.56
CL		2023-05		Put		105.50		44.07
CL		2023-05		Call		106.00		0.54
CL		2023-05		Put		106.00		44.55
CL		2023-05		Call		106.50		0.53
CL		2023-05		Put		106.50		45.03
CL		2023-05		Call		107.00		0.51
CL		2023-05		Put		107.00		45.51
CL		2023-05		Call		107.50		0.49
CL		2023-05		Put		107.50		46.00
CL		2023-05		Call		108.00		0.48
CL		2023-05		Put		108.00		46.48
CL		2023-05		Call		108.50		0.46
CL		2023-05		Put		108.50		46.97
CL		2023-05		Call		109.00		0.45
CL		2023-05		Put		109.00		47.45
CL		2023-05		Call		109.50		0.43
CL		2023-05		Put		109.50		47.94
CL		2023-05		Call		110.00		0.42
CL		2023-05		Put		110.00		48.42
CL		2023-05		Call		110.50		0.41
CL		2023-05		Put		110.50		48.91
CL		2023-05		Call		111.00		0.39
CL		2023-05		Put		111.00		49.40
CL		2023-05		Call		111.50		0.38
CL		2023-05		Put		111.50		49.88
CL		2023-05		Call		112.00		0.37
CL		2023-05		Put		112.00		50.37
CL		2023-05		Call		112.50		0.36
CL		2023-05		Put		112.50		50.86
CL		2023-05		Call		113.00		0.35
CL		2023-05		Put		113.00		51.35
CL		2023-05		Call		115.00		0.30
CL		2023-05		Put		115.00		53.31
CL		2023-05		Call		117.50		0.26
CL		2023-05		Put		117.50		55.76
CL		2023-05		Call		120.00		0.22
CL		2023-05		Put		120.00		58.22
CL		2023-05		Call		122.50		0.19
CL		2023-05		Put		122.50		60.69
CL		2023-05		Call		125.00		0.16
CL		2023-05		Put		125.00		63.16
CL		2023-05		Call		127.50		0.13
CL		2023-05		Put		127.50		65.64
CL		2023-05		Call		130.00		0.11
CL		2023-05		Put		130.00		68.12
CL		2023-05		Call		132.50		0.10
CL		2023-05		Put		132.50		70.60
CL		2023-05		Call		135.00		0.08
CL		2023-05		Put		135.00		73.08
CL		2023-05		Call		137.50		0.07
CL		2023-05		Put		137.50		75.57
CL		2023-05		Call		140.00		0.06
CL		2023-05		Put		140.00		78.06
CL		2023-05		Call		142.50		0.05
CL		2023-05		Put		142.50		80.55
CL		2023-05		Call		145.00		0.04
CL		2023-05		Put		145.00		83.05
CL		2023-05		Call		147.50		0.04
CL		2023-05		Put		147.50		85.54
CL		2023-05		Call		150.00		0.03
CL		2023-05		Put		150.00		88.03
CL		2023-05		Call		152.50		0.03
CL		2023-05		Put		152.50		90.53
CL		2023-05		Call		155.00		0.02
CL		2023-05		Put		155.00		93.02
CL		2023-05		Call		157.50		0.02
CL		2023-05		Put		157.50		95.52
CL		2023-05		Call		160.00		0.02
CL		2023-05		Put		160.00		98.02
CL		2023-05		Call		162.50		0.01
CL		2023-05		Put		162.50		100.52
CL		2023-05		Call		165.00		0.01
CL		2023-05		Put		165.00		103.01
CL		2023-05		Call		170.00		0.01
CL		2023-05		Put		170.00		108.01
CL		2023-05		Call		175.00		0.01
CL		2023-05		Put		175.00		113.01
CL		2023-05		Call		180.00		0.01
CL		2023-05		Put		180.00		118.01
CL		2023-05		Call		185.00		0.01
CL		2023-05		Put		185.00		123.01
CL		2023-05		Call		190.00		0.01
CL		2023-05		Put		190.00		128.01
CL		2023-05		Call		195.00		0.01
CL		2023-05		Put		195.00		133.01
CL		2023-05		Call		200.00		0.01
CL		2023-05		Put		200.00		138.01
CL		2023-06		Call		0.50		61.23
CL		2023-06		Put		0.50		0.01
CL		2023-06		Call		1.00		60.73
CL		2023-06		Put		1.00		0.01
CL		2023-06		Call		1.50		60.23
CL		2023-06		Put		1.50		0.01
CL		2023-06		Call		2.00		59.73
CL		2023-06		Put		2.00		0.01
CL		2023-06		Call		2.50		59.23
CL		2023-06		Put		2.50		0.01
CL		2023-06		Call		3.00		58.73
CL		2023-06		Put		3.00		0.01
CL		2023-06		Call		3.50		58.23
CL		2023-06		Put		3.50		0.01
CL		2023-06		Call		4.00		57.73
CL		2023-06		Put		4.00		0.01
CL		2023-06		Call		4.50		57.23
CL		2023-06		Put		4.50		0.01
CL		2023-06		Call		5.00		56.73
CL		2023-06		Put		5.00		0.01
CL		2023-06		Call		5.50		56.23
CL		2023-06		Put		5.50		0.01
CL		2023-06		Call		6.00		55.73
CL		2023-06		Put		6.00		0.01
CL		2023-06		Call		6.50		55.23
CL		2023-06		Put		6.50		0.01
CL		2023-06		Call		7.00		54.73
CL		2023-06		Put		7.00		0.01
CL		2023-06		Call		7.50		54.23
CL		2023-06		Put		7.50		0.01
CL		2023-06		Call		8.00		53.73
CL		2023-06		Put		8.00		0.01
CL		2023-06		Call		8.50		53.23
CL		2023-06		Put		8.50		0.01
CL		2023-06		Call		9.00		52.73
CL		2023-06		Put		9.00		0.01
CL		2023-06		Call		9.50		52.23
CL		2023-06		Put		9.50		0.01
CL		2023-06		Call		10.00		51.73
CL		2023-06		Put		10.00		0.01
CL		2023-06		Call		10.50		51.23
CL		2023-06		Put		10.50		0.01
CL		2023-06		Call		11.00		50.73
CL		2023-06		Put		11.00		0.01
CL		2023-06		Call		11.50		50.23
CL		2023-06		Put		11.50		0.01
CL		2023-06		Call		12.00		49.73
CL		2023-06		Put		12.00		0.01
CL		2023-06		Call		12.50		49.24
CL		2023-06		Put		12.50		0.01
CL		2023-06		Call		13.00		48.74
CL		2023-06		Put		13.00		0.01
CL		2023-06		Call		13.50		48.24
CL		2023-06		Put		13.50		0.02
CL		2023-06		Call		14.00		47.75
CL		2023-06		Put		14.00		0.02
CL		2023-06		Call		14.50		47.25
CL		2023-06		Put		14.50		0.03
CL		2023-06		Call		15.00		46.76
CL		2023-06		Put		15.00		0.04
CL		2023-06		Call		15.50		46.27
CL		2023-06		Put		15.50		0.04
CL		2023-06		Call		16.00		45.78
CL		2023-06		Put		16.00		0.05
CL		2023-06		Call		16.50		45.29
CL		2023-06		Put		16.50		0.06
CL		2023-06		Call		17.00		44.80
CL		2023-06		Put		17.00		0.07
CL		2023-06		Call		17.50		44.31
CL		2023-06		Put		17.50		0.09
CL		2023-06		Call		18.00		43.83
CL		2023-06		Put		18.00		0.10
CL		2023-06		Call		18.50		43.34
CL		2023-06		Put		18.50		0.12
CL		2023-06		Call		19.00		42.86
CL		2023-06		Put		19.00		0.13
CL		2023-06		Call		19.50		42.38
CL		2023-06		Put		19.50		0.15
CL		2023-06		Call		20.00		41.90
CL		2023-06		Put		20.00		0.18
CL		2023-06		Call		20.50		41.42
CL		2023-06		Put		20.50		0.20
CL		2023-06		Call		21.00		40.95
CL		2023-06		Put		21.00		0.23
CL		2023-06		Call		21.50		40.48
CL		2023-06		Put		21.50		0.25
CL		2023-06		Call		22.00		40.01
CL		2023-06		Put		22.00		0.29
CL		2023-06		Call		22.50		39.54
CL		2023-06		Put		22.50		0.32
CL		2023-06		Call		23.00		39.08
CL		2023-06		Put		23.00		0.35
CL		2023-06		Call		23.50		38.62
CL		2023-06		Put		23.50		0.39
CL		2023-06		Call		24.00		38.16
CL		2023-06		Put		24.00		0.43
CL		2023-06		Call		24.50		37.70
CL		2023-06		Put		24.50		0.48
CL		2023-06		Call		25.00		37.25
CL		2023-06		Put		25.00		0.52
CL		2023-06		Call		25.50		36.80
CL		2023-06		Put		25.50		0.57
CL		2023-06		Call		26.00		36.35
CL		2023-06		Put		26.00		0.63
CL		2023-06		Call		26.50		35.91
CL		2023-06		Put		26.50		0.68
CL		2023-06		Call		27.00		35.47
CL		2023-06		Put		27.00		0.74
CL		2023-06		Call		27.50		35.03
CL		2023-06		Put		27.50		0.81
CL		2023-06		Call		28.00		34.60
CL		2023-06		Put		28.00		0.87
CL		2023-06		Call		28.50		34.17
CL		2023-06		Put		28.50		0.94
CL		2023-06		Call		29.00		33.74
CL		2023-06		Put		29.00		1.02
CL		2023-06		Call		29.50		33.32
CL		2023-06		Put		29.50		1.09
CL		2023-06		Call		30.00		32.90
CL		2023-06		Put		30.00		1.16
CL		2023-06		Call		30.50		32.45
CL		2023-06		Put		30.50		1.22
CL		2023-06		Call		31.00		32.00
CL		2023-06		Put		31.00		1.27
CL		2023-06		Call		31.50		31.55
CL		2023-06		Put		31.50		1.33
CL		2023-06		Call		32.00		31.11
CL		2023-06		Put		32.00		1.38
CL		2023-06		Call		32.50		30.66
CL		2023-06		Put		32.50		1.44
CL		2023-06		Call		33.00		30.22
CL		2023-06		Put		33.00		1.49
CL		2023-06		Call		33.50		29.78
CL		2023-06		Put		33.50		1.55
CL		2023-06		Call		34.00		29.34
CL		2023-06		Put		34.00		1.61
CL		2023-06		Call		34.50		28.90
CL		2023-06		Put		34.50		1.67
CL		2023-06		Call		35.00		28.46
CL		2023-06		Put		35.00		1.70
CL		2023-06		Call		35.50		28.02
CL		2023-06		Put		35.50		1.79
CL		2023-06		Call		36.00		27.58
CL		2023-06		Put		36.00		1.85
CL		2023-06		Call		36.50		27.14
CL		2023-06		Put		36.50		1.92
CL		2023-06		Call		37.00		26.71
CL		2023-06		Put		37.00		1.98
CL		2023-06		Call		37.50		26.27
CL		2023-06		Put		37.50		2.05
CL		2023-06		Call		38.00		25.90
CL		2023-06		Put		38.00		2.11
CL		2023-06		Call		38.50		25.43
CL		2023-06		Put		38.50		2.20
CL		2023-06		Call		39.00		25.02
CL		2023-06		Put		39.00		2.29
CL		2023-06		Call		39.50		24.61
CL		2023-06		Put		39.50		2.38
CL		2023-06		Call		40.00		24.20
CL		2023-06		Put		40.00		2.44
CL		2023-06		Call		40.50		23.78
CL		2023-06		Put		40.50		2.55
CL		2023-06		Call		41.00		23.39
CL		2023-06		Put		41.00		2.62
CL		2023-06		Call		41.50		22.95
CL		2023-06		Put		41.50		2.72
CL		2023-06		Call		42.00		22.54
CL		2023-06		Put		42.00		2.82
CL		2023-06		Call		42.50		22.14
CL		2023-06		Put		42.50		2.92
CL		2023-06		Call		43.00		21.75
CL		2023-06		Put		43.00		3.02
CL		2023-06		Call		43.50		21.35
CL		2023-06		Put		43.50		3.13
CL		2023-06		Call		44.00		20.96
CL		2023-06		Put		44.00		3.23
CL		2023-06		Call		44.50		20.57
CL		2023-06		Put		44.50		3.34
CL		2023-06		Call		45.00		20.20
CL		2023-06		Put		45.00		3.40
CL		2023-06		Call		45.50		19.80
CL		2023-06		Put		45.50		3.57
CL		2023-06		Call		46.00		19.41
CL		2023-06		Put		46.00		3.69
CL		2023-06		Call		46.50		19.03
CL		2023-06		Put		46.50		3.81
CL		2023-06		Call		47.00		18.66
CL		2023-06		Put		47.00		3.93
CL		2023-06		Call		47.50		18.28
CL		2023-06		Put		47.50		4.05
CL		2023-06		Call		48.00		17.91
CL		2023-06		Put		48.00		4.18
CL		2023-06		Call		48.50		17.54
CL		2023-06		Put		48.50		4.31
CL		2023-06		Call		49.00		17.17
CL		2023-06		Put		49.00		4.44
CL		2023-06		Call		49.50		16.81
CL		2023-06		Put		49.50		4.58
CL		2023-06		Call		50.00		16.44
CL		2023-06		Put		50.00		4.65
CL		2023-06		Call		50.50		16.08
CL		2023-06		Put		50.50		4.86
CL		2023-06		Call		51.00		15.73
CL		2023-06		Put		51.00		5.00
CL		2023-06		Call		51.50		15.37
CL		2023-06		Put		51.50		5.15
CL		2023-06		Call		52.00		15.02
CL		2023-06		Put		52.00		5.30
CL		2023-06		Call		52.50		14.68
CL		2023-06		Put		52.50		5.45
CL		2023-06		Call		53.00		14.35
CL		2023-06		Put		53.00		5.60
CL		2023-06		Call		53.50		14.00
CL		2023-06		Put		53.50		5.77
CL		2023-06		Call		54.00		13.66
CL		2023-06		Put		54.00		5.94
CL		2023-06		Call		54.50		13.34
CL		2023-06		Put		54.50		6.11
CL		2023-06		Call		55.00		13.01
CL		2023-06		Put		55.00		6.20
CL		2023-06		Call		55.50		12.68
CL		2023-06		Put		55.50		6.45
CL		2023-06		Call		56.00		12.36
CL		2023-06		Put		56.00		6.63
CL		2023-06		Call		56.50		12.04
CL		2023-06		Put		56.50		6.81
CL		2023-06		Call		57.00		11.72
CL		2023-06		Put		57.00		6.99
CL		2023-06		Call		57.50		11.41
CL		2023-06		Put		57.50		7.18
CL		2023-06		Call		58.00		11.12
CL		2023-06		Put		58.00		7.37
CL		2023-06		Call		58.50		10.80
CL		2023-06		Put		58.50		7.57
CL		2023-06		Call		59.00		10.50
CL		2023-06		Put		59.00		7.77
CL		2023-06		Call		59.50		10.23
CL		2023-06		Put		59.50		7.97
CL		2023-06		Call		60.00		9.94
CL		2023-06		Put		60.00		8.13
CL		2023-06		Call		60.50		9.62
CL		2023-06		Put		60.50		8.39
CL		2023-06		Call		61.00		9.39
CL		2023-06		Put		61.00		8.61
CL		2023-06		Call		61.50		9.12
CL		2023-06		Put		61.50		8.83
CL		2023-06		Call		62.00		8.85
CL		2023-06		Put		62.00		9.05
CL		2023-06		Call		62.50		8.52
CL		2023-06		Put		62.50		9.29
CL		2023-06		Call		63.00		8.26
CL		2023-06		Put		63.00		9.53
CL		2023-06		Call		63.50		8.01
CL		2023-06		Put		63.50		9.78
CL		2023-06		Call		64.00		7.83
CL		2023-06		Put		64.00		10.03
CL		2023-06		Call		64.50		7.51
CL		2023-06		Put		64.50		10.28
CL		2023-06		Call		65.00		7.36
CL		2023-06		Put		65.00		10.54
CL		2023-06		Call		65.50		7.05
CL		2023-06		Put		65.50		10.82
CL		2023-06		Call		66.00		6.83
CL		2023-06		Put		66.00		11.10
CL		2023-06		Call		66.50		6.61
CL		2023-06		Put		66.50		11.38
CL		2023-06		Call		67.00		6.40
CL		2023-06		Put		67.00		11.67
CL		2023-06		Call		67.50		6.20
CL		2023-06		Put		67.50		11.96
CL		2023-06		Call		68.00		5.99
CL		2023-06		Put		68.00		12.26
CL		2023-06		Call		68.50		5.79
CL		2023-06		Put		68.50		12.56
CL		2023-06		Call		69.00		5.60
CL		2023-06		Put		69.00		12.87
CL		2023-06		Call		69.50		5.41
CL		2023-06		Put		69.50		13.17
CL		2023-06		Call		70.00		5.31
CL		2023-06		Put		70.00		13.49
CL		2023-06		Call		70.50		5.05
CL		2023-06		Put		70.50		13.82
CL		2023-06		Call		71.00		4.89
CL		2023-06		Put		71.00		14.16
CL		2023-06		Call		71.50		4.73
CL		2023-06		Put		71.50		14.50
CL		2023-06		Call		72.00		4.57
CL		2023-06		Put		72.00		14.84
CL		2023-06		Call		72.50		4.42
CL		2023-06		Put		72.50		15.19
CL		2023-06		Call		73.00		4.27
CL		2023-06		Put		73.00		15.54
CL		2023-06		Call		73.50		4.12
CL		2023-06		Put		73.50		15.89
CL		2023-06		Call		74.00		3.98
CL		2023-06		Put		74.00		16.25
CL		2023-06		Call		74.50		3.84
CL		2023-06		Put		74.50		16.61
CL		2023-06		Call		75.00		3.80
CL		2023-06		Put		75.00		16.98
CL		2023-06		Call		75.50		3.59
CL		2023-06		Put		75.50		17.36
CL		2023-06		Call		76.00		3.47
CL		2023-06		Put		76.00		17.74
CL		2023-06		Call		76.50		3.35
CL		2023-06		Put		76.50		18.12
CL		2023-06		Call		77.00		3.24
CL		2023-06		Put		77.00		18.51
CL		2023-06		Call		77.50		3.13
CL		2023-06		Put		77.50		18.90
CL		2023-06		Call		78.00		3.02
CL		2023-06		Put		78.00		19.29
CL		2023-06		Call		78.50		2.92
CL		2023-06		Put		78.50		19.69
CL		2023-06		Call		79.00		2.82
CL		2023-06		Put		79.00		20.09
CL		2023-06		Call		79.50		2.72
CL		2023-06		Put		79.50		20.49
CL		2023-06		Call		80.00		2.72
CL		2023-06		Put		80.00		20.89
CL		2023-06		Call		80.50		2.55
CL		2023-06		Put		80.50		21.31
CL		2023-06		Call		81.00		2.47
CL		2023-06		Put		81.00		21.74
CL		2023-06		Call		81.50		2.39
CL		2023-06		Put		81.50		22.16
CL		2023-06		Call		82.00		2.32
CL		2023-06		Put		82.00		22.59
CL		2023-06		Call		82.50		2.25
CL		2023-06		Put		82.50		23.02
CL		2023-06		Call		83.00		2.18
CL		2023-06		Put		83.00		23.45
CL		2023-06		Call		83.50		2.12
CL		2023-06		Put		83.50		23.88
CL		2023-06		Call		84.00		2.05
CL		2023-06		Put		84.00		24.32
CL		2023-06		Call		84.50		1.99
CL		2023-06		Put		84.50		24.76
CL		2023-06		Call		85.00		1.93
CL		2023-06		Put		85.00		25.19
CL		2023-06		Call		85.50		1.87
CL		2023-06		Put		85.50		25.64
CL		2023-06		Call		86.00		1.81
CL		2023-06		Put		86.00		26.08
CL		2023-06		Call		86.50		1.76
CL		2023-06		Put		86.50		26.52
CL		2023-06		Call		87.00		1.70
CL		2023-06		Put		87.00		26.97
CL		2023-06		Call		87.50		1.65
CL		2023-06		Put		87.50		27.42
CL		2023-06		Call		88.00		1.60
CL		2023-06		Put		88.00		27.87
CL		2023-06		Call		88.50		1.55
CL		2023-06		Put		88.50		28.32
CL		2023-06		Call		89.00		1.50
CL		2023-06		Put		89.00		28.77
CL		2023-06		Call		89.50		1.46
CL		2023-06		Put		89.50		29.22
CL		2023-06		Call		90.00		1.49
CL		2023-06		Put		90.00		29.68
CL		2023-06		Call		90.50		1.37
CL		2023-06		Put		90.50		30.14
CL		2023-06		Call		91.00		1.33
CL		2023-06		Put		91.00		30.60
CL		2023-06		Call		91.50		1.29
CL		2023-06		Put		91.50		31.06
CL		2023-06		Call		92.00		1.26
CL		2023-06		Put		92.00		31.52
CL		2023-06		Call		92.50		1.22
CL		2023-06		Put		92.50		31.99
CL		2023-06		Call		93.00		1.19
CL		2023-06		Put		93.00		32.45
CL		2023-06		Call		93.50		1.15
CL		2023-06		Put		93.50		32.92
CL		2023-06		Call		94.00		1.12
CL		2023-06		Put		94.00		33.38
CL		2023-06		Call		94.50		1.09
CL		2023-06		Put		94.50		33.85
CL		2023-06		Call		95.00		1.13
CL		2023-06		Put		95.00		34.32
CL		2023-06		Call		95.50		1.03
CL		2023-06		Put		95.50		34.79
CL		2023-06		Call		96.00		1.00
CL		2023-06		Put		96.00		35.26
CL		2023-06		Call		96.50		0.97
CL		2023-06		Put		96.50		35.74
CL		2023-06		Call		97.00		0.95
CL		2023-06		Put		97.00		36.21
CL		2023-06		Call		97.50		0.92
CL		2023-06		Put		97.50		36.69
CL		2023-06		Call		98.00		0.90
CL		2023-06		Put		98.00		37.16
CL		2023-06		Call		98.50		0.87
CL		2023-06		Put		98.50		37.64
CL		2023-06		Call		99.00		0.85
CL		2023-06		Put		99.00		38.11
CL		2023-06		Call		99.50		0.83
CL		2023-06		Put		99.50		38.59
CL		2023-06		Call		100.00		0.87
CL		2023-06		Put		100.00		39.07
CL		2023-06		Call		100.50		0.79
CL		2023-06		Put		100.50		39.55
CL		2023-06		Call		101.00		0.77
CL		2023-06		Put		101.00		40.03
CL		2023-06		Call		101.50		0.75
CL		2023-06		Put		101.50		40.51
CL		2023-06		Call		102.00		0.73
CL		2023-06		Put		102.00		40.99
CL		2023-06		Call		102.50		0.71
CL		2023-06		Put		102.50		41.48
CL		2023-06		Call		103.00		0.69
CL		2023-06		Put		103.00		41.96
CL		2023-06		Call		103.50		0.68
CL		2023-06		Put		103.50		42.44
CL		2023-06		Call		104.00		0.66
CL		2023-06		Put		104.00		42.93
CL		2023-06		Call		104.50		0.65
CL		2023-06		Put		104.50		43.41
CL		2023-06		Call		105.00		0.69
CL		2023-06		Put		105.00		43.90
CL		2023-06		Call		105.50		0.62
CL		2023-06		Put		105.50		44.38
CL		2023-06		Call		106.00		0.60
CL		2023-06		Put		106.00		44.87
CL		2023-06		Call		106.50		0.59
CL		2023-06		Put		106.50		45.35
CL		2023-06		Call		107.00		0.57
CL		2023-06		Put		107.00		45.84
CL		2023-06		Call		107.50		0.56
CL		2023-06		Put		107.50		46.32
CL		2023-06		Call		108.00		0.55
CL		2023-06		Put		108.00		46.81
CL		2023-06		Call		108.50		0.53
CL		2023-06		Put		108.50		47.30
CL		2023-06		Call		109.00		0.52
CL		2023-06		Put		109.00		47.78
CL		2023-06		Call		109.50		0.51
CL		2023-06		Put		109.50		48.27
CL		2023-06		Call		110.00		0.56
CL		2023-06		Put		110.00		48.76
CL		2023-06		Call		110.50		0.49
CL		2023-06		Put		110.50		49.25
CL		2023-06		Call		111.00		0.47
CL		2023-06		Put		111.00		49.74
CL		2023-06		Call		111.50		0.46
CL		2023-06		Put		111.50		50.23
CL		2023-06		Call		112.00		0.45
CL		2023-06		Put		112.00		50.71
CL		2023-06		Call		112.50		0.44
CL		2023-06		Put		112.50		51.20
CL		2023-06		Call		113.00		0.43
CL		2023-06		Put		113.00		51.69
CL		2023-06		Call		113.50		0.42
CL		2023-06		Put		113.50		52.18
CL		2023-06		Call		114.00		0.41
CL		2023-06		Put		114.00		52.67
CL		2023-06		Call		114.50		0.40
CL		2023-06		Put		114.50		53.16
CL		2023-06		Call		115.00		0.45
CL		2023-06		Put		115.00		53.65
CL		2023-06		Call		115.50		0.38
CL		2023-06		Put		115.50		54.14
CL		2023-06		Call		116.00		0.37
CL		2023-06		Put		116.00		54.63
CL		2023-06		Call		116.50		0.36
CL		2023-06		Put		116.50		55.12
CL		2023-06		Call		117.00		0.35
CL		2023-06		Put		117.00		55.61
CL		2023-06		Call		117.50		0.34
CL		2023-06		Put		117.50		56.10
CL		2023-06		Call		118.00		0.33
CL		2023-06		Put		118.00		56.59
CL		2023-06		Call		118.50		0.32
CL		2023-06		Put		118.50		57.08
CL		2023-06		Call		119.00		0.31
CL		2023-06		Put		119.00		57.57
CL		2023-06		Call		119.50		0.30
CL		2023-06		Put		119.50		58.06
CL		2023-06		Call		120.00		0.29
CL		2023-06		Put		120.00		58.55
CL		2023-06		Call		120.50		0.28
CL		2023-06		Put		120.50		59.04
CL		2023-06		Call		121.00		0.27
CL		2023-06		Put		121.00		59.54
CL		2023-06		Call		121.50		0.27
CL		2023-06		Put		121.50		60.03
CL		2023-06		Call		122.00		0.26
CL		2023-06		Put		122.00		60.52
CL		2023-06		Call		122.50		0.25
CL		2023-06		Put		122.50		61.01
CL		2023-06		Call		123.00		0.24
CL		2023-06		Put		123.00		61.50
CL		2023-06		Call		123.50		0.24
CL		2023-06		Put		123.50		62.00
CL		2023-06		Call		124.00		0.23
CL		2023-06		Put		124.00		62.49
CL		2023-06		Call		124.50		0.22
CL		2023-06		Put		124.50		62.98
CL		2023-06		Call		125.00		0.22
CL		2023-06		Put		125.00		63.48
CL		2023-06		Call		125.50		0.21
CL		2023-06		Put		125.50		63.97
CL		2023-06		Call		126.00		0.20
CL		2023-06		Put		126.00		64.46
CL		2023-06		Call		126.50		0.20
CL		2023-06		Put		126.50		64.96
CL		2023-06		Call		127.00		0.19
CL		2023-06		Put		127.00		65.45
CL		2023-06		Call		127.50		0.19
CL		2023-06		Put		127.50		65.95
CL		2023-06		Call		128.00		0.18
CL		2023-06		Put		128.00		66.44
CL		2023-06		Call		128.50		0.17
CL		2023-06		Put		128.50		66.94
CL		2023-06		Call		129.00		0.17
CL		2023-06		Put		129.00		67.43
CL		2023-06		Call		129.50		0.16
CL		2023-06		Put		129.50		67.93
CL		2023-06		Call		130.00		0.16
CL		2023-06		Put		130.00		68.42
CL		2023-06		Call		130.50		0.16
CL		2023-06		Put		130.50		68.92
CL		2023-06		Call		131.00		0.15
CL		2023-06		Put		131.00		69.41
CL		2023-06		Call		131.50		0.15
CL		2023-06		Put		131.50		69.91
CL		2023-06		Call		132.00		0.14
CL		2023-06		Put		132.00		70.40
CL		2023-06		Call		132.50		0.14
CL		2023-06		Put		132.50		70.90
CL		2023-06		Call		135.00		0.12
CL		2023-06		Put		135.00		73.38
CL		2023-06		Call		137.50		0.10
CL		2023-06		Put		137.50		75.86
CL		2023-06		Call		140.00		0.09
CL		2023-06		Put		140.00		78.35
CL		2023-06		Call		142.50		0.08
CL		2023-06		Put		142.50		80.84
CL		2023-06		Call		145.00		0.07
CL		2023-06		Put		145.00		83.33
CL		2023-06		Call		147.50		0.06
CL		2023-06		Put		147.50		85.82
CL		2023-06		Call		150.00		0.05
CL		2023-06		Put		150.00		88.31
